severity,category,workflow,surface_or_job,id,title,affects,what_i_did,what_i_saw,evidence,why_it_matters,suggestion
POSITIVE,-,C-i18n,sweep,F9,German/Russian text expansion introduces zero new layout overflow at 1440x900 across all 15 surfaces,all 15 surfaces,"Ran overflow() on every surface x {en,de,ru} and compared element-issue counts and the specific flagged elements.","Per-surface overflow-issue counts are IDENTICAL between en/de/ru on every one of the 15 surfaces (home=2, agenda=1, markets=1, everything else=0), and the handful of pre-existing issues (a home card summary's line-clamp clipped-y, an agenda month-chip ellipsis, a markets sr-only chart-description div) are the SAME elements with the SAME clip amounts as English — German/Russian's 25-40% length increase did not push any additional element past its box at this viewport.","/home/user/oo-ui/wf-c/sweep-germanic-slavic/raw-{en,de,ru}.json overflow.totalElements per surface; direct element comparison in this session's analysis (see diff-report.json).","This is a real, positive fact about the layout's resilience worth recording, not an absence of a finding — CLAUDE.md's own honesty rules ask for degrade-loudly reporting either way.",n/a — but this was only checked at 1440x900/comfortable density/Ink theme; narrower widths or compact density were not tested (see notReached).
POSITIVE,-,C-i18n,sweep,F10,Zero console errors or uncaught exceptions across the full de/ru sweep,"all 15 surfaces x {de, ru}","Collected console_issues() at the end of each locale run (30 surface-visits per locale, single browser context).","0 console errors/warnings, 0 uncaught pageerrors, 0 failed requests for both de and ru across the entire sweep.","raw-de.json['__console'] and raw-ru.json['__console'], both {'console': [], 'uncaught': [], 'failedRequests': []}.","Confirms the locale switch itself (and navigating all 15 surfaces under it) triggers no JS breakage — the untranslated strings found above are silent content gaps, not functional regressions.",n/a
POSITIVE,-,C-i18n,sweep,F11,"hi/bn/ar locale files are 100% complete, and static chrome/RTL layout is otherwise solid","All 15 surfaces, hi/bn/ar",Flattened en.json against hi.json/bn.json/ar.json (3155 keys each) and diffed every text/title/aria-label node captured across 50 (locale × surface) combinations.,"Zero missing keys in any of the three target locale files. Sidebar labels, subtab navs, month/day names, the network-consent coachmark, the flip-card back ('Method:'/'विधि:', 'Why am I seeing this?'), the font/theme pickers, and the Agenda RTL calendar grid (correct day-of-week mirroring, correctly-mirrored text-overflow ellipsis) all render correctly translated and correctly mirrored. The only untranslated app-wide strings found are the specific dynamically-built or server-generated ones listed in F1-F9 — no broad swath of missed static chrome.",diff-analysis.json baselineUntranslated_allThreeLocales contains only 2 distinct systemic strings (both covered as F4/F5); ar-agenda.png shows a correctly RTL-mirrored calendar.,"Confirms the i18n architecture and translation content are fundamentally sound — the defects found are narrow, well-scoped wiring/coverage gaps rather than a systemic translation failure.",
POSITIVE,-,C-i18n,sweep,F8,"Locale-file key parity is complete, and nearly every apparent 'identical to English' hit is a legitimate cognate/proper-noun/loanword, not a rendering defect","fr, es, pt, id locale files and the broad majority of UI chrome","Flattened and diffed en.json against fr/es/pt/id.json (3159 keys each): checked for missing keys and null/empty values. Separately, cross-checked every one of the 77 'locale-specific identical' text_map hits (e.g. 'Indices', 'Feed', 'Corpus', 'Wikipedia', 'Top', 'Asia', 'Domain', 'Lunar', 'General', 'Source') against the actual translated JSON value for that key, in the specific locale(s) where it was flagged.","Zero missing keys, zero null/empty values in any of the 4 locale files. Of the 77 locale-specific 'identical to English' hits, 0 were rendering bugs — every single one's OWN locale-JSON translation is genuinely identical to English by the translator's choice (a real word in that language, e.g. fr 'Indices'/'Corpus'/'Source', es/pt 'General'/'Lunar', id 'Feed'/'Domain' as accepted loanwords, or shared proper nouns like 'Wikipedia'/'Asia'). The consent popup, toasts, subtab navs, calendar labels, and briefing flip-cards all translated correctly and consistently across all 4 locales and all 15 surfaces.","/home/user/oo-ui/wf-c/sweep-romance/diff-analysis.json (localeSpecificUntranslated array, 77 entries, all resolved as coincidental via keyCrossCheck); key-parity check output (0 missing, 0 null across fr/es/pt/id).","This establishes a clean, high-confidence baseline: the translation SYSTEM works and the vast majority of chrome (hundreds of strings across 15 surfaces × 4 locales) is correctly localized. The 7 real defects found (F1-F7) are narrow, root-caused, and independent of each other rather than symptoms of a systemically broken pipeline — which means each is a small, targeted fix rather than a rewrite, and later sweeps on harder locales can trust this baseline instead of re-verifying general coverage.",
POSITIVE,-,F-complexity,Task,F9,Home's briefing answers 4 of the 24 goals with zero navigation,,,,"Live: /home/user/oo-ui/wf-f/discoverability-tasks/t01-home.png and t10-home-flip.png show 'Single-source: …', '3 sources, one origin: wire-agency.example', a 'Method:' explanation revealed on click, and a labeled 'Details & corpus ⟲' link, all on first paint.","This is the informed-consent-by-layering non-negotiable working exactly as intended, and it is responsible for most of the low median action count measured in this test — worth explicitly protecting in any future Home redesign.",
POSITIVE,-,F-complexity,Task,F10,The command palette's showTab() redirects auto-expand and scroll to buried Advanced sections,,,,"Live: results_c.json shows `redirect_ok:true, add_source_form_visible:true` immediately after `a.show('sources')`; source at app-shell.js lines 97-108 and 456-462 confirms the auto-expand/scroll mechanism.",This is exactly the kind of rescue mechanism that makes a deeply nested settings architecture tolerable — its only weakness is that its own existence isn't advertised to first-time users (see F5).,
POSITIVE,-,F-complexity,capabilities,F12,"Backlog's 'retired temporal-map cluster' lead is already fully resolved, dated the same day as this audit",,,,"Live on port 8030 (Playwright, screenshot 04-timemap-tab.png): zero of 6 checked tmap-* DOM ids present, loadTimemap/renderTimemap both undefined in global scope. Static: app-map.js:1269-1276 documents '(UI-04, 2026-09-08) The standalone temporal map's UI panel was removed in slice 5b... had zero live callers... deleted,' including a note that it re-verified via fresh grep before deleting related ",Reporting this as a cleared lead (not a re-alleged defect) matters for accuracy: conflating it with the still-live F9 finding would misrepresent the current state of the codebase to whoever consumes this audit. It's also a good-practice example -- the removal comment shows the team re-grepped before deleting adjacent helpers rather than assuming staleness.,No action needed; noted for completeness so the orchestrator doesn't double-count this lead against still-open findings.
POSITIVE,-,F-complexity,capabilities,F13,Reverse-check for frontend calls to nonexistent backend routes found zero real breakage,,,,"An initial regex-based reverse scan flagged 16 frontend URL fragments (e.g. /api/annotations/mine/, /api/wiki/pages/, /api/governments/country/) as having no matching backend route. Manual inspection of each against its call site (fe_all_calls_detail.tsv) confirmed all 16 are strip-at-concatenation artifacts (e.g. api('/api/annotations/mine/' + index, ...) at app-home.js:1751) of my own extraction","Per the project's own stated honesty rule ('an untested code path is not a pass... report what you did not find'), this negative result is reported explicitly rather than silently dropped, and rather than being mistakenly reported as 16 broken frontend calls (which would have been a false and fairly alarming finding).",No action needed on the codebase; methodological note only.
POSITIVE,-,F-complexity,capabilities,F5,Zero console errors or uncaught exceptions across the full walk; keyboard shortcuts ship deliberately unbound,,,,"capinv_pass1.json console_boot = {""console"": [], ""uncaught"": [], ""failedRequests"": []} on cold boot; no error accumulation observed across 16 surfaces, ~50 subtab switches, 11 Advanced-fold expansions, or the Search→Analyze and palette flows. Separately, kb_binds confirms only 'palette' (Mod+K) ships bound by default; Home/Settings/Airplane/Help shortcuts exist in code (_kbActions(), app-shell.js:","A large, JS-heavy, 17-module SPA with 328 buttons in index.html alone producing zero runtime errors across this walk is a genuinely clean baseline; and shipping optional shortcuts unbound-by-default is a considered, low-risk-of-surprise choice worth preserving rather than 'fixing' toward more shortcuts-by-default.",
POSITIVE,-,F-complexity,first,F6,"The two required at-rest-encryption disclosures are both present, verbatim, exactly where mandated",,,,"03a-after-legal-accept.png / 03a-bodytext.txt renders both sentences character-for-character: 'At-rest encryption protects a seized or copied file. It cannot protect a compromised running session.' and 'There is no recovery and no decryption alternative. A lost passphrase costs re-collection time — the corpus is rebuilt from the web, not from us.'","This is the exact wording the project's own non-negotiables specify (threat-model stated wherever shown; no recovery, no decryption alternative), present at the single moment it is legally and ethically load-bearing. Worth preserving verbatim in any future redesign of this screen.",
