row,n,severity,verdict,title,step_ids,repro,expected,actual,evidence,root_cause,suggested_fix,walk_severity
S,3,P2,confirmed,F2: a live language switch leaves the Quality gates panel's composed lines in the previous language (frozen-locale class),S4,"In English, open Settings → Advanced → expand Quality gates. Then switch the top-bar language menu to Français without reloading.","Invariant #15: one click switches the entire UI, and every line of the panel repaints in French.","These stay English:
- the headline 'Collecting now: 3 · Judged so far: 4 qualified · 2 disqualified' (only '5 pas encore jugées' translates)
- 'This will scrape 3 sources (of 6 enabled).'
- 'Showing 3 of 3 admissions · 1 undone'
- each row's 'Collection was: off · Status was: unqualified'
- 'Undone 2026-09-18T13:00:00'
- '2 of 3 collecting sources are not accounted for here …'
- '· absolute floor: 0.5' and '· no absolute floor'
- '5 candidates awaiting qualification'
- '5 sources per collection pass'
Single-sentence strings and buttons translate. After a reload, it is all French.","shots/S-S4-live-switch-fr.png; raw_a.json steps.S4.identical_lines_after_live_switch.
src/static/app-shell.js:525-531 (the qualification loader runs once per page, guarded by advLoaded).
src/static/app-boot.js:41-110 (the oo:langchange repaint list has no Quality-gates entry).","The panel's lines are built at render time from t() and tf() frames plus numbers (src/static/app-ai-tools.js:106-109 headline, :122-123 enabled hint, :195-197 scope, :240-297 admission audit, :130-133 floor bits, and loadQualifyBulk :532-533). The i18n DOM walker cannot re-derive composed sentences. The section loader runs once, guarded by advLoaded (src/static/app-shell.js:491 and :534-536). The oo:langchange repaint list in src/static/app-boot.js:41 onward, the listener that handles every other member of this class, has no Quality gates entry.","Add one guarded entry to the existing oo:langchange listener in app-boot.js, next to the _renderPatternsGate line (:72). It should apply only when the section has already loaded, so a switch never fetches for a panel nobody opened. For example: `try { const d = document.querySelector('#set-advanced details.adv-sec[data-adv=""qualification""]'); if (d && d.dataset.advLoaded === '1' && typeof loadQualificationGates === 'function') { loadQualificationGates(); loadQualifyBulk(); } } catch (_e) {}`. These are loopback-only reads. Alternatively, cache the last payloads and repaint without fetching, as the other entries do.",P2
S,4,P2,confirmed,F4: the Home strip shows a bare '11 SOURCES' (flat COUNT(*)) beside key-derived English labels for the split (Q1114),S3,"Seed as in row S, then open Home and read the stats strip (#home-stats). Compare with Settings → Advanced → Quality gates.","Q1114 = a: the headline number is enabled AND qualified, and every other predicate is labelled. The Library already hides the flat 'sources' key for exactly this reason.","Home shows '11 SOURCES' with no predicate label, next to '3 SOURCES QUALIFIED' (enabled AND qualified), '3 SOURCES PENDING' and '5 SOURCES CANDIDATES'. Quality gates uses 'qualified' for 4 (whether or not enabled). The three split labels are also English in every locale (known row-U remainder).","shots/S-S3-home-strip-en.png; raw_a.json steps.S3.home_textContent_items.
src/static/app-home.js:21-24 (HOME_STAT_LABELS maps 'sources' to a plain 'Sources') and 52-66 (renders every counts key).
src/static/app-library.js:28 (DB_STAT_HIDDEN_KEYS hides 'sources' in the Library only).","src/static/app-home.js:21-24. HOME_STAT_LABELS maps 'sources' to a plain 'Sources' and has no labels for sources_qualified/sources_pending/sources_candidates, so :28 falls back to `k.replace(/_/g, "" "")`. renderHomeStats (:52-66) renders every key in counts, with no equivalent of src/static/app-library.js:28 DB_STAT_HIDDEN_KEYS.","In renderHomeStats, drop the flat 'sources' key, as the Library does: `Object.entries(counts||{}).filter(([k]) => k !== ""sources"")`. Add the three split labels to HOME_STAT_LABELS, reusing the Library's already-keyed strings ('Sources (collecting)', 'Sources awaiting qualification (enabled)', 'Discovered candidates'). Then extend test_headline_source_count or test_ui_invariants so Home is pinned too.",P2
S,5,P3,confirmed,"F5: the retired-hatch disclosure points to 'Settings > Sources > Admission audit', which is the wrong place",S1 S5,"Start an install whose scheduler_settings.json carries {""scrape_unqualified"": true}, open Settings → Advanced → Quality gates, and read the amber line under 'What gets scraped'.",The line names the real location: Settings → Advanced → Quality gates → Admission audit.,"en: '…Every automatic admission is listed in Settings > Sources > Admission audit, where it can be undone.' The same wrong path appears in fr ('Paramètres > Sources > Journal des admissions'), zh ('设置 > 来源 > 准入审计') and ar ('الإعدادات > المصادر > سجل القبول'). #set-subtabs has no Sources subtab.","shots/S-S2-lower-panel-en.png; raw_a.json steps.S1.panel.retired and S5.per_lang.*.retired.
src/scheduler/settings.py:525-533 (_RETIRED_KEYS sentence) plus its keyed translations in src/static/locales/*.json.","src/scheduler/settings.py:525-533. The _RETIRED_KEYS['scrape_unqualified'] sentence hard-codes 'Settings > Sources > Admission audit', and its keyed translations in src/static/locales/*.json copy the same path.","Change the sentence to 'Settings > Advanced > Quality gates > Admission audit' (or 'the admission audit below'), and re-key the 12 locale entries to match. The i18n gate keys on the English string, so every locale file needs the new key.",P3
S,6,P3,confirmed,Library → Database & storage tiles are labelled with raw snake_case keys,S3 S5,"Open Library → Database & storage and read the #db-stats tile labels, in en or any locale.","Human, translated labels (as Home uses: 'Commodity prices', 'Article links', 'Mentioned dates').","The labels read 'commodity_prices', 'article_links', 'mentioned_dates' (uppercased by CSS) in en, fr, zh and ar. 'articles' and 'keywords' are also raw keys and translate only by coincidence of key text, for example fr 'MOTS-CLÉS'.","shots/S-S3-library-db-en.png; raw_a.json steps.S3.db_tiles and S5.per_lang.*.db_tiles.
src/static/app-library.js:29-33 (DB_STAT_LABELS covers only the three source keys) and :962 (falls back to t9(k) on the raw key).","src/static/app-library.js:29-33. DB_STAT_LABELS covers only sources_qualified/sources_pending/sources_candidates, so :962 renders `t9(DB_STAT_LABELS[k] || k)` on the raw key.","Add articles/keywords/commodity_prices/article_links/mentioned_dates to DB_STAT_LABELS with the strings HOME_STAT_LABELS already keys ('Articles', 'Keywords', 'Commodity prices', 'Article links', 'Mentioned dates'), or have both surfaces share one label map.",P3
S,7,P3,confirmed,Home scrolls horizontally by 50px at 375px: the corpus-tier line is nowrap,L375,Open Home at a 375px-wide viewport on a young corpus (the EARLY CORPUS tier shows).,document.documentElement.scrollWidth - clientWidth = 0.,"The overflow is 50px. #home-tier ('EARLY CORPUS · 0 articles · 0 days · thin evidence — read with care') is 388px wide, from x=37 to 425. Quality gates and Library measure 0 at the same width.","shots/S-375-home-en.png, shots/S-375-home-strip-en.png; raw_375.json.
src/static/app.css:1429 (.corpus-tier { display:inline-flex; … white-space:nowrap; }).","src/static/app.css:1429 is `.corpus-tier { display:inline-flex; align-items:baseline; gap:7px; white-space:nowrap; }`. No narrow-width override exists, so the badge, numbers and caveat cannot wrap inside the ~340px card.","Let the chip wrap: add `flex-wrap:wrap; white-space:normal; max-width:100%;` to .corpus-tier (keeping nowrap on .tier-badge alone if the badge must stay whole), or add it in the existing narrow-width media block.",P3
S,8,P3,confirmed,"Admission-audit timestamps: Undo shows microseconds, and ISO stamps wrap mid-token",S5 S6 S9,"Press Undo on an admission, or Adopt then Revert, and read the row. Also read rows 1-2 of the audit at 1440px in en or ar.","A readable timestamp at the same precision as the other rows, kept on one line.",The rows read 'Undone 2026-09-26T19:56:47.189553' and '2026-09-26T19:57:24.338130' (microseconds). The seeded rows show seconds only. Two rows break '2026-09-' / '18T12:00:00' across lines because the info column is squeezed by the space-between row. In ar the fragments still read left to right.,"shots/S-S6-admission-after-undo-ar.png, shots/S-S5-admission-ar.png, shots/S-S2-admission-en.png, shots/S-S9-after-revert-admission-en.png.
src/static/app-ai-tools.js:236-277 (_admissionRow prints occurred_at / undone_at verbatim inside dir=ltr spans).","(1) src/catalog/qualification.py:777 and :782 serialise occurred_at/undone_at with a bare `.isoformat()`, and undo_admission stamps `now` with microseconds (:988). Real field admissions stamped by evaluate_and_stamp carry microseconds too. (2) src/static/app.css:440 `.row > div { flex:1; min-width:140px; }` gives both children of the row _admissionRow builds (src/static/app-ai-tools.js:268-276) equal width. The timestamp span at :243 and :257 has no nowrap, so Chromium breaks after the hyphen.","(1) Serialise with `isoformat(timespec=""seconds"")` at qualification.py:777/:782, or trim to 19 characters in _admissionRow. (2) In _admissionRow, give the action div `style=""flex:0 0 auto""` so the info column takes the remaining width, and add `white-space:nowrap` to the dir=ltr timestamp spans.",P3
T,1,P1,confirmed,"The task manager (/tasks) always shows ONLINE: the plane never fills, and the offline title and the 'Airplane mode' state never appear",T5 T8,"Boot normally (airplane mode). Click the top-bar 'Tasks & system' icon, or open /tasks. Hover the plane. Or: boot with OO_NO_SCHEDULER=1 (online), open /tasks and click its plane once.","While offline: plane filled and red, title 'Offline (airplane mode) — click to go online in the app; you'll be asked to confirm first.' (translated live), summary 'Airplane mode'. After the offline click, the same.","While the server is offline (/api/system/network and /api/scheduler/status both online:false): plane hollow and not red, title 'Online — click to go offline (airplane mode); every new network request will be refused.', summary 'Idle'. Seen on 3 retries (6/12/20 s) and in fr/ar/zh. After the offline click the POST succeeds and #tm-conn shows the offline toast, but the plane, title and summary stay online-looking for 12 s+. The safety control's FILL (invariant #14) misstates the state, and Q1126's offline half is never shown.","/tmp/claude-0/walk/T/T-T5-tasks-while-offline-en-fr-ar-zh.png, /tmp/claude-0/walk/T/T-T8-tasks-after-offline-click-en.png, walk1b.json T5_retries (api_activity_has_online:false). Cause: src/static/taskmanager.html:522-524 (and :392 renderSchedule) read act.online from GET /api/scheduler/activity. src/scheduler/runner.py:2282-2308 builds that payload from self.status() without 'online'; only src/api/scheduler.py:130 (_status_payload, used by the /status responses) adds it. So act.online is undefined and `act.online !== false` paints online.","src/static/taskmanager.html:522-524 (renderSummary: `_tmOnline = act ? (act.online !== false) : null`) and :392 (renderSchedule: `offline = a.online === false`) read `online` from GET /api/scheduler/activity. That route (src/api/scheduler.py:271-277) returns `get_scheduler().activity(db)`. src/scheduler/runner.py:2282-2308 builds that payload from `self.status()` plus plan and rates, and never adds `online`. Only `_status_payload()` (src/api/scheduler.py:123-130), which the /status, start, stop and resume responses use, adds `status[""online""] = not kill_switch_active()`. So `act.online` is undefined and `undefined !== false` paints online. The task manager's own header comment (taskmanager.html:19-20) documents that /activity carries `online`, so the endpoint drifted from its documented contract. test_repo_invariants.py:5985 only checks for the string 'a.online === false' in the HTML, so the missing key was never caught.","src/api/scheduler.py scheduler_activity: `from src.ingest import kill_switch_active; out = get_scheduler().activity(db); out[""online""] = not kill_switch_active(); return out` (the same line _status_payload uses). Add a behavioural test that GET /api/scheduler/activity carries a boolean `online` equal to `not kill_switch_active()`. Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-tasks-offline-en.png, T-recheck-tasks-after-offline-click-en.png, T-recheck-tasks-schedule-offline-en.png, T-recheck-tasks-offline-with-online-key-en.png (fix simulated), recheck1.json defect1_*, recheck2.json fixsim_*.",P1
T,2,P2,confirmed,The task manager's health pill always reads 'degraded' while /api/health says healthy,T5 T8,Open /tasks on a healthy server and read the pill left of 'AI'.,"'healthy', as the app's own top bar shows for the same server","'degraded' ('dégradé', 'متدهور', '已降级') in every run, while GET /api/health returns {""status"":""healthy"",...}","/tmp/claude-0/walk/T/T-T5-tasks-while-offline-en-fr-ar-zh.png vs /tmp/claude-0/walk/T/T-T6-click1-en.png. src/static/taskmanager.html:746 tests h.status === 'ok' || h.ok === true || h.healthy === true, while src/api/main.py:701 returns status 'healthy'.","src/static/taskmanager.html:746 computes `ok = h && (h.status === ""ok"" || h.ok === true || h.healthy === true)`. src/api/main.py:697-704 (health_check) returns `{""status"": ""healthy"", ...}` with no `ok` or `healthy` field, so `ok` is always false and the pill paints t(""degraded""). The dot also never gets an ok or err class.","taskmanager.html:746: accept the value the endpoint actually returns, e.g. `var ok = h && (h.status === ""healthy"" || h.status === ""ok"" || h.ok === true || h.healthy === true);`. Optionally add class 'ok' to the dot as app-core.js:2555 does. Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-tasks-offline-en.png ('degraded' beside the AI pill); recheck1.json defect1_tasks_offline_tries[*].health_pill vs api_health.",P2
T,3,P2,confirmed,"On a young corpus, Home's early-corpus tier overflows at 375 px and pushes its 'thin evidence' caveat off-screen",375px,Open the app at a 375 px viewport on a young corpus (24 articles) and look at the Home at-a-glance card.,No horizontal page scroll (scrollWidth - clientWidth = 0); the caveat 'thin evidence — read with care' fully visible,"The page scrolls sideways by 71 px. #home-tier.corpus-tier.tier-early is 409 px wide, and its span.tier-caveat ends at 446 px, cut at 'thin evidence — r'.",/tmp/claude-0/walk/T/T-375-home-en.png; /tmp/claude-0/walk/T/probe375.py output (light and dark identical),"src/static/app.css:1429 `.corpus-tier { display:inline-flex; align-items:baseline; gap:7px; white-space:nowrap; }`. The badge, the numbers and the caveat (src/static/app-home.js:934-938) can never wrap, and the @media (max-width:600px) block has no rule to relax that.","Let the tier wrap between its parts but not inside them: `.corpus-tier { display:inline-flex; flex-wrap:wrap; align-items:baseline; gap:7px; max-width:100%; } .corpus-tier > span { white-space:nowrap; }`. I verified this by injecting it in Chromium at 375 px: the overflow goes from 71 to 0, the tier's right edge moves to 338 and the caveat's to 201 on its own line, and the tier is 46 px tall. Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-375-home-en.png, T-recheck-375-home-tier-with-proposed-css-en.png, recheck1.json defect3_6_phone.home_*, recheck2.json home375_*.",P2
T,4,P3,confirmed,The net-coach bubble does not re-anchor after a live language or direction switch,T3,"While offline with the bubble showing, switch the top-bar language to العربية, then to 中文.",The bubble follows the plane when the top bar mirrors,"In ar the plane moves to x=186 and the bubble stays at x=1162 (arrow 1019 px from the plane), over the sidebar brand and the Graphics subtab. A window resize re-anchors it. Back in zh/en it is left 986 px away on the left.","/tmp/claude-0/walk/T/T-T3-coach-ar.png; walk1.json T3.place. src/static/app-core.js:1017-1087: _placeCoach runs only on show and on window resize, with no oo:langchange listener.","src/static/app-core.js:1017-1087. _placeCoach runs only inside maybeShowNetCoach (:1085-1086, at show and 220 ms after) and on window 'resize' (:1087). Nothing registers it on 'oo:langchange', neither the app-boot.js:41 listener nor app-core, so when the top bar mirrors, the bubble keeps its stale pixel position.","Re-place the coach when the language changes. In the existing oo:langchange listener (src/static/app-boot.js:41), add `try { if (typeof _placeCoach === ""function"") { _placeCoach(); setTimeout(_placeCoach, 220); } } catch (_e) {}`. _placeCoach already returns early when the coach is not shown. Also fix the separate RTL placement defect below, or the re-anchored position lands on the top-bar controls. Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-coach-ar.png; recheck1.json defect4_coach.",P3
T,5,P3,confirmed,The task manager's summary strip (and health pill) keep the previous language after a live switch from a non-English locale,T5 T8,"In /tasks switch to العربية, then to 中文 (or back to English).","The state label, metric labels and 'Live' in the new language at once, as the airplane title is","After ar→zh: 'خامل', 'الذاكرة', 'الشبكة ↓', 'نشط', 'مباشر' on the Chinese page until the next poll (measured 2.3 s; up to 6 s idle, 15 s hidden). The same after zh→en (2.0 s). en→fr and fr→ar flip at once, because the i18n walker knows the English source.","/tmp/claude-0/walk/T/T-T5-tasks-while-offline-en-fr-ar-zh.png (zh panel); walk2.json T8.switches.*.samples. src/static/taskmanager.html:718 re-paints only paintAir on oo:langchange, and renderSummary runs only from refresh() (:589-610).","src/static/taskmanager.html:718 registers `document.addEventListener(""oo:langchange"", function () { paintAir(); })`, and that is the only repaint on a switch. renderSummary (:520-540) runs only from refresh() (:589-610; the idle loop fires every 6 s, and every 15 s when the tab is hidden). loadHealth (:744-748) runs only on the 15 s setInterval (:796). Both paint with t() at paint time, so the walker cannot map already-translated non-English text back to a key.","In the taskmanager.html:718 listener, also repaint the strip and the pill. The smallest change is `function () { paintAir(); refresh(); loadHealth(); }`, at the cost of one extra poll per switch. The alternative, closer to the app's no-fetch pattern: cache the last `v`, `rates` and health result, and call renderSummary(lastV, window._act, lastRates) plus re-paint #health from the cache. Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-tasks-zh-after-ar.png; recheck1.json defect5_lang_switch_runs.",P3
T,6,P3,confirmed,The task manager page overflows horizontally at 375 px,375px,Open /tasks at a 375 px viewport.,scrollWidth - clientWidth = 0,144 px of sideways page scroll. The Processes/Performance/Queue/Schedule/Sessions subtab row does not wrap or scroll in its own box; 'Schedule' ends at 428 px and 'Sessions' at 519 px.,/tmp/claude-0/walk/T/T-375-tasks-en.png; /tmp/claude-0/walk/T/probe375.py output,"src/static/taskmanager.html:64-67. `.tm-tabs { display:flex; gap:2px; padding:8px 12px 0; … }` with five `padding:8px 14px` buttons. It has no flex-wrap, no overflow-x, and no narrow-width rule, so the row's min-content width (about 511 px) widens the page.","`.tm-tabs { overflow-x:auto; } .tm-tabs button { flex:none; }` (or flex-wrap:wrap). I verified the overflow-x version by injecting it at 375 px: page overflow goes from 144 to 0, and the tab strip scrolls inside its own 335 px box (scrollWidth 511). Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-375-tasks-en.png; recheck1.json defect3_6_phone.tasks_*; recheck2.json tasks375_*.",P3
T,7,P2,confirmed,"NEW (found during recheck): in RTL (ar) at desktop width, the net-coach covers the top-bar #tm-open, #rate-toggle, #wiki-toggle and #llm",,,,,,"src/static/app-core.js:1024-1026. The 'prefer to the right of the button' branch assumes the button sits at the right edge, which only holds in LTR. It sets `top = b.top + b.height/2 - h/2`. For a coach about 135 px tall next to a 34 px button at y 14-48, that is negative, and the clamp at :1043 raises it to 8 px, inside the top-bar row. That is the same collapse-into-the-top-bar mechanism the :1027-1036 comment describes for the old 'above' placement. In RTL the plane sits at x 186-220, so the branch is taken, and the coach lands on the controls to the right of the plane.","Never place the coach inside the top-bar row. Either always use the existing 'below the union of the protected buttons' placement, which works in either direction, or keep the side branch only when `top >= guardBottom + gap`. The smallest change: compute guardBottom before the if, and require `b.top + b.height/2 - h/2 >= guardBottom + gap` in the side-branch condition. Also add '#rate-toggle', '#wiki-toggle' and '#llm' to the guard list, and add an RTL case to the net-coach elementFromPoint regression test. Evidence: /tmp/claude-0/walk/T-recheck/T-recheck-coach-ar-cold.png, T-recheck-coach-ar-live-switch.png, T-recheck-coach-ar-reanchored-covers-topbar.png; recheck3.json, recheck5.json.",(found in recheck)
U,1,P2,confirmed,"The first-launch 'Where should your corpus live?' screen never appears, because the lock gate blocks its endpoint",U1-datadir,"Point OO_DATA_DIR at an empty folder and boot with the console script (no passphrase variable). Open the app, pick English, tick the box and press 'Accept and continue'.","The screen 'Where should your corpus live?' (#view-datadir), with 'Use the app's own data folder' selected, then 'Create your corpus passphrase'.","Two independent fresh launches went straight to 'Create your corpus passphrase'. While the state is 'fresh', GET /api/system/data-location returns 503 {'detail':'the database is locked: unlock it first'}; unlock.html reads that as offerable=false and silently skips the step. The choice of data folder is therefore unreachable at the only moment it is offered.","/tmp/claude-0/walk/U/empty.log has 'GET /api/system/data-location HTTP/1.1 503'. src/api/unlock.py:77-93: ALLOWED_WHILE_LOCKED does not list /api/system/data-location or /data-location/check. src/api/unlock.py:70-71: app_is_locked() is True for 'fresh'. src/api/main.py:753-763: the lock gate. src/static/unlock.html:340-345: the silent skip. tests/test_data_location.py:283-292 mounts the router without the middleware, so the tests cannot see this. The checker's note (1) assumed the opposite (that the screen shows on every fresh launch).","src/api/unlock.py:75-93: ALLOWED_WHILE_LOCKED does not list /api/system/data-location. unlock.py:70-71: app_is_locked() is True for 'fresh'. src/api/main.py:751-763: the _lock_gate middleware answers 503 for every other path. src/static/unlock.html:340-345: legalToDataLocation() parses the 503 body, where info.offerable is undefined, and silently calls legalToPassphrase(). tests/test_data_location.py:283-292 mounts the router on a bare FastAPI() without the middleware, so no test can see this.","Add ""/api/system/data-location"" to ALLOWED_WHILE_LOCKED. The prefix match covers GET, POST /check and POST, and both POSTs already refuse with 409 unless the state is 'fresh', so nothing opens after a store exists. Add a test through the real src.api.main app, which runs the middleware, at state 'fresh', asserting 200 and offerable:true. Optionally make unlock.html treat a non-2xx answer as an error rather than as 'not offerable'. Also decide on unlock.html:336-339: its comment says an explicit OO_DATA_DIR skips the step, but the handler's offerable ignores explicit_override, and the existing test pins offerable to 'fresh' only.",P2
U,2,P3,by-design,Calendar directory: the religion and astronomy families are hidden (the U9 'directory part FAIL'),,,,,,"Intended: src/events/feeds.py:58-60 (_DEAD_DEFAULT_HOSTS), :90-102 (feed filter and empty-family drop), per the 2026-07-10 B7 ruling.",None for the filtering. The religious dates belong to the RC13 = (b) networked session already briefed in the gate's §3 amendment log.,(found in recheck)
U,3,P3,confirmed,"Calendar directory hint advertises ~500 multi-provider feeds including religions, elections, space and astronomy that the directory does not serve",U9,"On the unlocked seeded instance: Settings → Advanced → 'Calendar directory'. Open the Kind menu, or type 'Christian' or 'Astronomy' in Filter.","Kind = religion lists 8 families; Kind = science includes 'Astronomy — eclipses, moons, solstices, meteor showers'.","Kind offers only all, civic, community and holidays, across 241 feeds; no religion or astronomy family matches any filter. The hint still reads 'A bundled directory of ~500 public calendar feeds (country holidays, religions, elections, UN days, space, astronomy)'. The families are in the YAML, but on screen they are already gone.","src/events/feeds.py:58-60 (_DEAD_DEFAULT_HOSTS), :96 (the feed filter), :99-102 (a family with no feed left drops out). configs/calendar_feeds.yml:3135-3230: every religion feed is on calendar.google.com or www.webcal.guru; 3285-3297: the astronomy feeds are on dead or retired hosts. src/static/index.html:2724: the hint text. /api/events/feeds lists only holidays (239), civic (1) and community (1). Screenshot U-U9-directory-kinds-en.png. The filtering may be deliberate; what disagrees with it is the gate text and the hint.",src/static/index.html:2724-2725: static hint text was not updated when the 2026-07-10 B7 load-time filter (src/events/feeds.py:58-102) cut the directory to 241 single-provider families.,"Rewrite the hint to describe what load_families() actually serves: about 240 country-holiday feeds plus UN days and one community calendar, one provider each. Add one line saying that feeds whose hosts' robots.txt refuses them are withheld. Alternatively, render the counts from /api/events/feeds. Key the new strings ×12.",P3
U,4,P3,confirmed,The Help page scrolls sideways by 406 px at 375 px width,U-375-en U5,Load the app at 375x812 and press the top-bar '?' button.,"No sideways scroll (scrollWidth - clientWidth = 0), as on the other row U surfaces.","scrollWidth - clientWidth = 406. The User Manual's install <code> line reaches x=829, the document-list buttons are 744 px wide, and body text is cut at the right edge.","Screenshot U-375-fresh-help-en.png; probe375fresh.json. src/static/app.css:1675 sets '.doc-layout { grid-template-columns:1fr; }', and a 1fr column still widens to fit the unbroken <pre> line.","src/static/app.css:1622 (grid-template-columns:230px 1fr) and :1675 (grid-template-columns:1fr at ≤600px). A 1fr track has an 'auto' minimum, so it grows to the grid item's min-content, which includes the unbreakable <pre> line. The pre's overflow-x:auto (app.css:1648) does not lower the min-content contribution of its non-scrolling grid-item ancestor.","Use minmax(0,1fr) in both rules (230px minmax(0,1fr) at desktop, minmax(0,1fr) at ≤600px), or add .doc-layout > * { min-width:0 }. The existing .prose pre { overflow-x:auto } then scrolls inside the box.",P3
U,5,P3,confirmed,"Home's at-a-glance strip stays in the previous language after a switch, and three of its counters are never translated",U1,"On Home in English, switch the top bar to Français or العربية and read the strip above the briefing.","The strip changes to the new language at once, like the card below it.","It stays English until the next background refresh, about 20 s in fr. In the ar screenshot of U1, 'Your library is empty — head to Collect…' and 'Automatic collection: stopped · Your corpus stays on this machine…' are English. After a reload in fr, the strip was still English 5 s later. Even after the refresh, 'sources qualified', 'sources pending' and 'sources candidates' stay English, and 'as of 08:11 PM' keeps the English time format.","probe_strip.json, probe_strip2.json; screenshots U-U1-home-ar.png and U-U1-home-strip-fr-seeded.png. src/static/app-home.js:21-29: these labels fall back to t(k.replace(/_/g,' ')), a key no language file has and the i18n check cannot see. src/static/app-home.js:57-62: the strip is inside [data-i18n-dyn]. src/static/app-boot.js:55-135: the language-switch repaint list does not include the strip.","src/static/app-home.js:21-29: HOME_STAT_LABELS lacks sources_qualified/sources_pending/sources_candidates, and the fallback t(k.replace(/_/g,' ')) has no key in any locale. app-home.js:46: toLocaleTimeString([], …) uses the browser locale, not the UI language. index.html:247: the strip sits inside [data-i18n-dyn], so the i18n walker skips it (i18n.js:58). app-boot.js:41-135: the one oo:langchange listener repaints the strip's Wikipedia figure and failure line, but never calls renderHomeStats or renderHomeStatus. So the strip waits for refreshHomeLive (app-home.js:844).","Keep the last /api/database/stats payload and scheduler running flag. In the oo:langchange listener, call renderHomeStats(cached.counts, cached) and renderHomeStatus(cachedRunning), without a fetch. Add the three labels to HOME_STAT_LABELS and key them ×12. Pass the UI locale (uiLangCode()) to toLocaleTimeString.",P3
U,6,P3,confirmed,The newsletter caveat has no hover mark and does not open the shared hover bubble,U7-caveat-hover,Settings → Data & backup → import .eml files so that at least one is filed → hover the amber caveat.,"Per invariant #17, the caveat is marked (dotted underline) and hovering it opens #oo-tip with the explanation of how filing is decided.","#nl-attach-caveat has only the class card-caveat, and #oo-tip stays hidden; the counts beside it do open the bubble. Only the browser's plain native tooltip would appear.","main_U7.json: u7.hover_caveat has tip.vis false with the title present; u7.hover_count has tip.vis true. At page load the element has no title. src/static/app-settings.js:1424 sets .title later, on an element that already exists. src/static/app-boot.js:268-275 marks only elements that have a title at boot or are added later; it does not watch attribute changes.","src/static/app-boot.js:268-275: ooTipInit marks [title] elements once at boot and afterwards only for childList addedNodes. It never observes attribute changes. src/static/app-settings.js:1424 sets .title on the static #nl-attach-caveat (index.html:1991, which has no title at load). The textContent write at :1423 adds only a text node, which the observer skips because of the nodeType===1 check.","Generic fix: observe attributes as well, with {childList:true, subtree:true, attributes:true, attributeFilter:['title']}, and mark m.target on attribute mutations. That closes the gap for every surface that sets .title later. The show()/hide() title swaps only re-add a class that is already there. Local fix: add classList.add('oo-tip-target') in loadNewsletterAttach.",P3
U,7,P3,confirmed,"In the newsletter source rows the count runs into the name ('BBC News1', 'some-unknown-press.org disabled2')",U7,"After an import that files newsletters, read the rows under 'Automatically filed newsletters: N'.","The source name and its count shown apart, name on the left and count on the right.","The name, the 'disabled' tag and the count run together: 'BBC News1', 'some-unknown-press.org disabled2'. Same in ar: 'معطّل2'.",Screenshots U-U7-attach-en.png and U-U7-attach-ar-375.png. src/static/app-settings.js:1415-1419 builds rows as a .vr div with no separator between name and count. src/static/app.css:835 styles .vr only inside .vitals-pop.,"src/static/app-settings.js:1413-1417 builds each row as <div class=""vr""><span>name…</span><b>count</b></div> with no separator. The only .vr rules are scoped to .vitals-pop (src/static/app.css:835-839), so outside the task-manager popover the row is an unstyled block.","Add a scoped rule such as #nl-attach-body .vr { display:flex; justify-content:space-between; gap:10px; }, which mirrors the .vitals-pop .vr rule. Alternatively, put a ' · ' between the span and the <b>.",P3
U,8,P3,confirmed,"Two first-run dialogs open on top of each other on a fresh install, in an unpredictable order",U1-first-run-dialogs,Fresh folder → language → legal → create passphrase → the app opens at /?wikiwizard=1.,One first-run dialog at a time.,"#wiki-wizard and #guide-wizard are both open. The one underneath cannot be clicked until the top one is closed, and which one was on top differed between the two runs.","u1.json: dialogs_after_entry {wiki: true, guide: true} and dismiss_order; screenshot U-U1-entry-dialogs-en.png. src/static/app-boot.js:555-558 opens the Wikipedia dialog and src/static/app-backup.js:2708 opens the guide; nothing stops both opening at once.","src/static/app-boot.js:555-558 calls openWikiWizard() when ?wikiwizard=1 is present. That function is async: it awaits /api/wiki/languages and /api/scheduler/config, then calls showModal (src/static/app-sources.js:1323-1350). Independently, app-boot.js:213 calls checkEmptyCorpus(), which awaits /api/database/stats and then calls openGuide() (src/static/app-backup.js:2705-2709 → app-core.js:785-789 showModal). Neither checks whether the other is open or pending, so the order depends on which fetch resolves first.","Sequence the two. In checkEmptyCorpus, when ?wikiwizard=1 is present or #wiki-wizard is open, defer openGuide() to the wiki wizard's 'close' event (dlg.addEventListener('close', openGuide, {once:true})), so exactly one first-run dialog is open at a time and the order is deterministic.",P3
